userName,content,score,at,appVersion
Pengguna Google,Gopaylatter by MAB aneh  Beberap fitur nya gak bisa pake pembayaran gopaylatter Awal bisa gopulsa sekarang gak bisa  trus di tambah gomart gak bisa juga pake gopaylatter ,2,2024-01-29 12:45:37,4.81.2
Tri Haryadi,Aplikasi cukup membantu,5,2024-01-29 12:46:26,4.81.2
Akun Rusdi,Sekarang hancur sistem Mau persen goofood tapi dipaksa harus nunggu lama Kalau bisa kembalikan ke sistem jamam pak nadiem,2,2024-01-29 12:53:46,4.81.2
Sekar Aulia,Gojek sangat baik,2,2024-01-29 12:55:54,4.81.2
Hafidz Hamdan,Mantab Tingkatkan pelayanan,5,2024-01-29 12:59:49,4.81.2
I KADEK AGUS WIDIANTARA,Tidak manusiawi not safe,1,2024-02-02 09:00:15,4.81.2
Muhammad Hafsh,Saya mencari no cs yg bisa dihubungi gak nemu Sama punya akun gojek yang masih punya tunggakan pay later Masalah kartu saya mati gara kelamaan di Indonesia timur dan lupa isiin pulsa Hp juga rusa jadi lost dengan aplikasi yang pakai no tersebut Ada solusi Karena saya mau bayar tunggakan pay later saya,3,2024-01-29 13:18:51,4.81.2
hagi dwi,Gojek adalah aplikasi penyiksa driver,5,2024-01-23 04:03:13,4.81.2
Astari Puji Ramadhani,Usefull  helpfull,5,2024-01-29 13:24:17,4.81.2
Markus Sutikno,sangat membantu,5,2024-02-02 08:58:49,4.81.2
Rubaiyah Roji,Perjalanan sesuai kebutuhan,4,2024-01-23 04:08:49,4.81.2
Artha Nug,Akun GopayLater saya terblokir Belum ada respon dari csnya,1,2024-02-02 08:50:20,4.81.2
Andi Rohendi,sudah 5 jam top up saldo gopay di alfamart belum masuk juga Sudah berapa kali pake fitur bantuan sama harus nunggu 23 hari kerja padahal cuma 200 ribu top up nya,2,2024-01-29 13:58:24,4.81.2
Dedi Dermawan,professional,5,2024-02-02 08:47:08,4.81.2
GT Gandung Eko Prihmanto,Simple userless,5,2024-01-23 04:03:50,4.81.2
Maryani Okto,Memudahkan kita untuk bepergian dan lainy,5,2024-02-02 08:05:49,4.81.2
Indra Setiyadi,Dapat driver jemput pada jauh2 banget bikin telat kerja,1,2024-02-02 07:49:24,4.81.2
Putri Amelya,Tolong dong GoJek ini kenapa call centernya ditelfon nomernya malah tidak terdaftar customer service juga di email dalam antrean terus Dikontak lewat Sosial medianya engga ada respon Tolong dong jangan ngecewainsaya pengguna lama GoJek selama ini engga ada masalah selalu mengikuti prosedur Tapi malah begini pelayanannya saya kecewa banget,2,2024-02-02 06:43:44,4.81.2
Dendry Pangaribuan,Gonpay later sering gangguan tolong dibenahi,2,2024-01-23 02:54:33,4.81.2
Dwi ArifKu,Gopay later tibatiba terblokir Limit masih melimpah pembayaran tepat waktu 3 kali hubungi CS tetap saja tidak ada penyelesaian dan alasan yg jelas Terakhir disuruh mencoba bulan depan Ada untungnya juga bisa ngirit hehe,1,2024-01-29 18:50:50,4.81.2
Deva jusa JUsa,Samgat baik  membantu,5,2024-01-29 19:34:19,4.81.2
Inara Nabila,Mantap,5,2024-01-29 21:00:25,4.81.2
madeleine loliana,ramah sekali driver nya suka ajak ngobrol,5,2024-02-02 07:14:56,4.81.2
Andy Hernady,Gopaylater lambat sehari aja dendanya gede bgt parah,1,2024-02-02 07:14:06,4.81.2
Abdul Alapola,Ok,5,2024-01-29 22:54:58,4.81.2
Sakti Priyo,Aman,5,2024-02-02 07:09:23,4.81.2
Hnfi,TOLOL SINYAL FULL KUOTA MASIH BANYAK GILIRAN TRANSFER ERROR EH TAUNYA UDAH KE TRANSFER KIRAIN BELUM GGARA SINYAL ERROR JADINYA 2X KONFIRMASI EHH MALAH APLIKASINYA TOLOL TOLOL TOLOL,1,2024-02-02 07:05:20,4.81.2
febrita suzarwati (Febryta),Susah dapat driver saat hujan Drivers nya pilih pilih orderan,1,2024-01-29 23:26:34,4.81.2
Ender Nity,Ga tau disuruh temen,5,2024-01-29 23:26:53,4.81.2
Josua Isaiah Mangera Kara,gocar kalo pagi lama banget gaada yang mau angkut,1,2024-01-29 23:29:51,4.81.2
Panca alamanda,goog,5,2024-02-02 06:58:41,4.81.2
AIUEO,kalau hujan kenapa susah bgt ya Allah dapetinnya mana sering telat sekolah garagara susah dapet driver,1,2024-01-29 23:45:43,4.81.2
Bang Chan,Woyyyy anjingggg goblokkkkkk udah top up gopay saldo rekening udah kepotong tapi saldo GOPAY tetep 0 dasar anjinggggg taiiii babiiiiiiii,1,2024-01-23 01:04:45,4.81.2
Renty Chaniago0202,cuman lelet x,5,2024-01-29 23:53:56,4.81.2
Franciscus Ricky,HAPUS aplikasi turut bekerjasama dgn aplikasi penipuan dgn memasang iklannya,1,2024-01-29 23:56:44,4.81.2
Danaro Danaro,Bagus,5,2024-01-30 00:10:06,4.81.2
ilham akbar,Good aplcation,5,2024-01-29 18:44:26,4.81.2
Nagata Tanaya,Bagus,5,2024-02-02 07:21:00,4.81.2
Yeri Andriyani,Aplikasi Gojek bagus gampang cari alamatnya,5,2024-02-02 07:22:50,4.81.2
Melova Cantik,Habis isi gopay 300000 baru dipakai dikit sisa masih banyak  apk gojek g bisa dibuka sdh 2 bl lalu,1,2024-02-02 07:40:07,4.81.2
Fadlah Nurussilmah,gercep,5,2024-01-29 15:34:03,4.81.2
Gabriella athania Gathea,Bagus,5,2024-01-29 15:42:06,4.81.2
Sph Bonjols The Mocta,sangat membantu,5,2024-01-29 15:54:55,4.81.2
Dwijayanto Jayanto,Oke,4,2024-01-29 16:03:05,4.81.2
Mila Arsita,Lama2 gak jelas ini aplikasi nyari driver skrg kyk susah bgt pantesan aplikasi sebelah lebih berjaya Perbakin itu manajemen nya Lama2 punah lu yg bertahan malah yg dari luar negeri Seperti sampah aplikasinya skrg gw dlu belain2 selalu gunakan aplikasi GOJEK karena mendukung produk lokal skrg gw jadi beralih ke sebelah lebih cepet dpt driver mahal jg gw jabanin mohon klau bsa jgn mengecewakan pengguna setia lah jam yg gak sibuk pun cari driver susah buang2 waktu,1,2024-01-29 16:04:40,4.81.2
Devi Hatik,Melayani dgn baik,5,2024-01-29 16:14:08,4.81.2
ichwan aventureros,Mantab,5,2024-01-29 16:14:11,4.81.2
Shodikin Jepara,Masih suka sebenar nya tpi,4,2024-01-29 16:18:28,4.81.2
Yusuf Yanuar,Untuk gopay laternya nggak bisa di bayar lebih awal jadi b2 dulu nanti kalo bisa baru di kasih b5,2,2024-01-29 17:43:48,4.81.2
Amirul Mujahidin,Tidak ada yg sempurna karena kesempurnaan hanya milik allah,4,2024-01-29 16:28:50,4.81.2
arif Abdul hidayat,Sangat membantu,5,2024-02-02 07:37:05,4.81.2
Rahmat Sanfitra,Cepatramahm embantu sekali,5,2024-02-02 07:28:57,4.81.2
Mogot Caroline,Lebih murah dibandingkan sebelahok tetap berjaya Go Go Go,5,2024-01-23 02:34:24,4.81.2
nadia,Telat dikit langsung diblokir gbs digunain lg pdhl pelanggan setia NAJISSSSSS,1,2024-01-29 16:43:48,4.81.2
Mikhael Sembiring,Selalu ada Jalan,5,2024-01-29 17:15:04,4.81.2
Maya Mufliha,Saya kecewa dengan apk ini masak saya isi paket data di apk ini udh kepotong tapi paket data saya tidak masuk sama sekali saya sangat kecewa bkn masalah nominal ya 100rb saya kepotong untuk paket data krna saya isi paket data jd 50gb 100rb tapi tidak ada masuk saya sangat kecewa ,1,2024-01-29 17:21:45,4.81.2
Ayam Kalasan Judes,Jgn alay lah,1,2024-01-30 06:56:29,4.81.2
Siti Rohani,senang playanan cepat driver ramah dan sering ada promo n disc,5,2024-02-02 04:19:55,4.81.2
C O L D,Jawaban pusat bantuan tidak berguna giliran hub cs balas nya lama banget,1,2024-01-30 10:51:47,4.81.2
Dessy Afriyani,Tepat waktu dan banyak promonya,5,2024-01-30 10:08:23,4.81.2
Ade Maulydiah Putri,Kadang aplikasi eror voucher menghilang semua Tanggal di layanan bantuan tidak sesuai,3,2024-02-02 00:23:21,4.81.2
"Elas Junika, A. Md",Kenapa belakangan ini sering terjadi orderan ganda  jadi salah paham sama drivernya sampai marah drivernya gara orderan gandanya,3,2024-01-30 10:44:53,4.81.2
Siti umadatul ulya Ulya,Gercep dan suka kr sering ada promo hematnya,5,2024-02-01 17:49:12,4.81.2
Kasmanto Kasmanto,knp akun gojek sy gk bisa di buka sdh update,5,2024-01-30 13:02:07,4.81.2
Supartan Saja,Mantap,5,2024-01-30 10:43:58,4.81.2
Wulan Wulan,Gonek sangat membantu,3,2024-02-02 00:41:28,4.81.2
apung se apung se,Amtap,5,2024-01-30 10:43:58,4.81.2
Miftahul Huda,mantap,5,2024-01-30 10:43:34,4.81.2
Paulinus Gulo,Membantu,5,2024-01-30 10:31:06,4.81.2
Roney Palabuan,Tiba tiba gopay leter di blokir ga jelas padahal slalu tepat bayar,3,2024-02-01 17:23:01,4.81.2
novitri kholifa,trima kasih pak driver walaupun hujan siap mengantar ,5,2024-01-30 10:30:13,4.81.2
Rosh Rugha,Bagus,5,2024-02-02 00:42:39,4.81.2
Wijay,Bagus,5,2024-02-02 00:45:47,4.81.2
Daniel Silaban,Ok,5,2024-01-30 10:09:39,4.81.2
Mam Setiaji,Terbaik,5,2024-02-01 17:13:59,4.81.2
Susilo Joko,Ok,5,2024-02-02 01:10:58,4.81.2
William Kemren,Sangat membantu,5,2024-01-30 10:07:01,4.81.2
Sita Rayen18,Jadi Lemot hbis update an harusnya makin lancar,2,2024-01-30 10:00:08,4.81.2
Abdullah akbar,Ok,5,2024-01-30 09:58:24,4.81.2
Stefanus Oentojo,Bila pesan car hemat tunggu lama dan pasti tidak dapat,1,2024-02-02 00:48:10,4.81.2
Teodorin Dea,Semoga berkah,5,2024-01-22 17:26:08,4.81.2
sarif hidayat,GoJek mantaplah,5,2024-01-30 09:51:33,4.81.2
Julian bee Cheng,Good,5,2024-02-01 17:01:50,4.81.2
KAPTEN Oleng,Mantap,5,2024-02-01 16:09:31,4.81.2
Janitra Novi,Mantap bawanya pak,5,2024-02-02 01:06:53,4.81.2
Fandiansyah Ajie Pangestu,Bagus sekali,1,2024-01-30 09:31:58,4.81.2
Sussy Wie,Aplikasi keluar terus saat digunakan,1,2024-01-30 13:51:04,4.81.2
Liah Liah,Gak tau dah mau komen apaintinya ini aplikasi makin jelek ajapesanan suka lama banget padahal jaraknya gak jauh alamat suka nyasar tibatiba tidak sesuai,2,2024-01-30 09:28:45,4.81.2
ATIK SETYANINGSIH,gojek jadi langganan saya service prima,5,2024-01-30 09:27:19,4.81.2
Sukri Ansyah,Sangat membantu,5,2024-02-02 00:12:04,4.81.2
Savinykh,Mesen gojek padahal banyak yg deket malah dapet yg drivernya jauh Jadinya telat ke kantor Nanya ke supirnya katanya biar rata kebagian semua ordernya tapi saya yg di rugikan  Ga lagi deh pake ini aplikasi Kecewa sangat,1,2024-01-30 10:50:00,4.81.2
zen thea,Cukup membantu di kala lg butuh transportasi,4,2024-01-30 10:50:26,4.81.2
Tag Store,Sangat memudahkan,5,2024-01-30 10:51:45,4.81.2
SEMPAK ANJING,Bagus,5,2024-02-01 19:46:45,4.81.2
Gea Vatrio,setelah di update malah tambah jelek,1,2024-01-22 15:12:41,4.81.2
samuel abraham,Hampir semua driver bilangnya gaada kembalian tapi giliran dibilang bener gaada duit receh baru dikasih kembalian tingkatkan kejujuran juga yaa,3,2024-01-22 15:13:01,4.81.2
aulia ineke,aplikasi yg sangat bagus profesional dan sangat membantu,5,2024-01-30 12:03:03,4.81.2
taufik hidayat,Masa payleter 17000 terlambat 1 hari denda 50000parah banget outo unistal,1,2024-02-01 20:38:49,4.81.2
Resvina Dinata,Gak bisa buka buka akun mo bayar paylater jd kena denda sehari pdhl baru kelewat beberapa jam baru bsa ke update gmna cara hapus dendanya,1,2024-02-01 21:47:37,4.81.2
Azka Yoki,Sangat bagus,5,2024-02-01 19:09:19,4.81.2
Kang Moes,Hi gojek ga sah ngadi bnyak sekarang apk yg jauh LBH murah untuk transportasi pinjaman juga masa denda ga wajar hutangnya cuma 135k ru telat 1 hari dah denda 50 k ampunn dah di pegang karya anak bangsa malah ga jelas g kaya dulu waktu di pegang OLEH FINDAYA dendanya per hari kan orang kadang lupa ini mah alamat uni instal apk rame satu kluarga pindah k Maxim dan indrive ngadi bnget apknya GoJek sekarang,1,2024-02-01 22:00:19,4.81.2
Arsin Wisnuadi,Sudah lebih baik,5,2024-01-30 11:50:57,4.81.2
Nova Lia,Sangat bagus,5,2024-02-01 22:16:16,4.81.2
Talitha fadhillah,Sekarang kenapa ga bisa psn gojek buat org lain yaklau beda lokasi malah alamatnya ga kebacapdhal dulu bisa,3,2024-01-30 12:20:52,4.81.2
Damai 88,sy sebenarnya tdk telat dan sudah menunggu di titik lokasi tapi kenapa sy yg kena charge padahal titik jemput sudah benar,3,2024-01-30 11:41:53,4.81.2
Vilapondokindah 2019,Mantabb,5,2024-01-30 11:31:17,4.81.2
Marfendry Lukman,pokok ee Mantap,5,2024-01-30 12:29:06,4.81.2
Radit Rayadi,Perjalanan jadi mudah,5,2024-01-30 12:29:27,4.81.2
Anis Anis,Bagus Tapi kenapa sekarang gak bisa dibuka,3,2024-01-30 12:41:05,4.81.2
abi yasha,Apk ini sangat ngebantu banget untuk memesan makanan lewat online perpegian dsb,5,2024-02-01 23:27:04,4.81.2
sahmul ritonga,Bagus,5,2024-02-01 23:30:53,4.81.2
cilinaya cilinaya,Bagus,5,2024-01-30 11:27:01,4.81.2
LIMIN LOMBOK,Mudah cepat dan murah,5,2024-02-02 00:02:16,4.81.2
Bayu Kurniawan,Make me Power you are a few minutes to get away for me,4,2024-02-01 18:33:41,4.81.2
Sandi Falathan,tapi saya belum bisa untuk gopay pinjampengajuan saya selalu di tolak,5,2024-01-30 12:51:59,4.81.2
agung gumelar saputra,oppo f1 s,4,2024-01-30 11:26:49,4.81.2
Aji Prima Syahid Abdurakhman,Saya lebih banyak saya dapat driver yang lokasinya jauh dari titik penjemputan,3,2024-01-22 15:51:29,4.81.2
Winoto Grab,Pelayanan nya semakin mengecewakan,1,2024-01-22 16:02:13,4.81.2
mumtaz aidi08,Mantap,5,2024-01-30 10:54:23,4.81.2
Riyanto Riyanto,Ok,5,2024-01-30 10:52:40,4.81.2
Danil Sunjaya,Gopaylater tiba2 diblokir Ga jelas Bayar ga pernah telat Aplikasi aneh ,1,2024-02-01 18:09:40,4.81.2
tony thamrin,Mantap,5,2024-01-30 13:51:26,4.81.2
Heilamss,Gopay Later di blockir padahal sering bayar,1,2024-02-01 16:32:25,4.81.2
Ekocahyo Sulistyo,Jadi bisa atur semua pembayaran,5,2024-01-30 09:20:46,4.81.2
HRO CHANNEL,Antoh neh psyouh bek gawei tokes,2,2024-01-30 14:27:59,4.81.2
Faisal Amar,Aman tapi ongkirnya tidak promo,5,2024-01-30 14:11:23,4.81.2
Elviya Gusni,Baik,4,2024-02-02 01:37:30,4.81.2
Arie Jono,Good job ,5,2024-01-30 14:15:37,4.81.2
Yuni Yuni,Terima kasih pinjaman Ivoji sangat membantu saya,5,2024-01-30 08:15:29,4.81.2
Dzilan Dzalila,Dengan gojek mau bepergian mudah cepat dan murah,5,2024-02-02 01:45:32,4.81.2
Agus Ramdani,Ramah,5,2024-01-30 14:16:09,4.81.2
Fahmi Halim,Easy ,5,2024-02-02 01:55:07,4.81.2
annisa rahmi,Bagus,5,2024-01-30 08:10:11,4.81.2
nelisa nelisa,Buat Kalian yg suka pakai gopaylater jika update klik saja nanti soalnya klo di update tiba2 terblokir dan gak bisa di pakai lgi  Padahal selama ini sangat membantu dan bayarnya sllu tgl 28 padahal JT tgl 01 ,1,2024-01-30 08:05:50,4.81.2
Par Lan,Lebih mantap paki gojek,5,2024-01-22 20:46:35,4.81.2
Seftiyani Ulyaina,Tidak bisa masuk akun padahal punya akun dan selalu keluar notic masalah jaringan padahal wifi kenceng paket data banyak selalu berulang gk bisa masuk akun dan sebelumnya malah gopaynya gk bisa di pake dengan notic tidak ada jaringan padahal paket datanya nyala dan masih banyak Parah sih,1,2024-01-30 07:55:18,4.81.2
Goen Leather,Mantap,5,2024-02-01 15:32:27,4.81.2
Zulfi Mauluddin,Tolong di Banyakin promo diskonnya lagi saya sebagai pengguna gopayletter,5,2024-02-02 01:55:45,4.81.2
Abdul Jay,Iklan meresahkan,1,2024-02-01 15:30:25,4.81.2
azizah fitra,Good lah,5,2024-01-30 07:46:31,4.81.2
winda agustin,Good membantu sekali,5,2024-01-30 08:30:30,4.81.2
baem eem,Solusi bagi kita yg mau buru2 dgn biaya yg terjangkau Sat set set,5,2024-01-30 07:42:40,4.81.2
Deta Mail,tepat waktu,5,2024-01-30 14:31:33,4.81.2
Arshaka Aditia,Ga pernah kecewa sama gojek selalu terbaik,5,2024-01-30 14:34:26,4.81.2
Ade Margareta,Gopaylater Saya di blokir dari bln okt 2023 tanpa sebab dan di Januari 2024 limit naik tetapi tdk dapat di gunakan juga karena masih terblokir apakah Gopaylater saya masih berguna  Mohon infonya Terimakasih,5,2024-01-30 07:42:12,4.81.2
Nur Wida,titik nya selalu menceng jauh tolong fiper baiki rute dari drivernya ke prnjemputan agar bisa lebih cepat saat menjemput,1,2024-02-02 02:18:04,4.81.2
Resha Yogaswara,Saya top up saldo gopay namun secara langsung terpotong tagihan yg tidak jelas padahal saya tidak pernah meminjambayar nanti saat menggunakan aplikasi gojek Dan sebelumnya saya menerima transfer saldo gopay juga terpotong juga dari tagihan yg tidak jelas sudah 2 kali terpotong gara2 tagihan,1,2024-02-02 02:23:56,4.81.2
Ndaru Ardiansah,Mantabbb betul,5,2024-02-01 15:28:59,4.81.2
Dhiaz Kusumah,Pelayanannya lambat dan ribetterutama buat gopay plus ga bisa ganti ke no baruga bisa hapus akun dan ganti ke no yang barumenyusahkan sekali proses nya,5,2024-02-02 02:30:49,4.81.2
Robby Lou,Good Aplication,5,2024-01-30 14:50:04,4.81.2
Hairul Syahbana,Satu nya apk yang ga cocok di kasih bintang,1,2024-01-30 07:33:11,4.81.2
Nurul Amira HR,Ongkir gofoodnha mahal banget mana promo berlaku cuma untuk minimal belanja 100rb,1,2024-01-30 07:27:13,4.81.2
Salwa Syivana Nuraisah,gojek makin lama makin buruk tiap update bukannya makin bagus malah makin gk jelas,1,2024-01-22 22:15:08,4.81.2
yurman caniago,good,5,2024-01-30 07:19:21,4.81.2
Nur Hady,Saya langganan gofood pluss biar gratis ongkir tapi kenapa ada biaya penanganan Sama aja jadinya kena ongkir gimanasih rugi,3,2024-02-01 15:32:35,4.81.2
m tukhah,apk jelekk gampang bgt,1,2024-01-30 08:14:32,4.81.2
KARIMUN KARIMUN,Pokoknya membantu,5,2024-01-30 11:57:54,4.81.2
Candra Bandung boys,Oke banget,5,2024-02-02 01:27:35,4.81.2
Rafif Setiyawan TV,ok,5,2024-01-30 14:03:39,4.81.2
Tika K. Bayu Nugroho,Tiap buka aplikasi sruh up date baru 1 minggu buka update lg jd mau buru2 harus nunggu instal dlutolonglah masak iya 1 bulan update 3x,3,2024-01-30 08:55:37,4.81.2
deglox underz,Psnn cepatjoss,5,2024-01-20 13:28:54,4.81.2
Waryono,Banyak fitur baru yg sngt membantu dan memudahkan,5,2024-02-01 15:37:52,4.81.2
Najma Sandryna,Bagus dan mantap,5,2024-01-30 14:00:28,4.81.2
Gladys Mdo,Good recommended,5,2024-01-30 08:47:35,4.81.2
Muhammad Abdul Aziz,Saran aja jangan pernah pake Gopay Later pengaturan paylater untuk pembayaran ndak ditampilkan didepan biar lupa bayar biar kena denda telat sehari 50000 mantappzzzzzz,1,2024-02-02 01:26:12,4.81.2
Heru Yogi,Good,5,2024-01-30 14:07:53,4.81.2
momon soleman,Mantaf,5,2024-02-02 01:24:42,4.81.2
Doni Andrias,mantap,4,2024-01-30 09:15:51,4.81.2
fia arfia,Gak bisa di pake Gopay saya balikin,1,2024-01-30 08:42:05,4.81.2
Reffan “Gwenatan” NatzuGara,Okein aja,5,2024-02-01 16:05:21,4.81.2
Andreas Andi Wiyadi,Kepada pengembang aplikasi kenapa setelah update saya rasakan vitur menu2nya semakin rumit ya Kalau bisa ketika update kembali menu2 dan vitur dibuat seperti aplikasi yang versi sebelumnya supaya lebih mudah digunakan dan tidak membingungkan,3,2024-01-19 04:20:36,4.81.1
Montro Chamtari,Murah nyaman cepat,5,2024-01-19 03:57:48,4.81.1
fadly ramadhan,Sudah biasa kalo hujan pasti susah dapat driver sekali nya dapat pasti posisi nya jauh pas saya tanya driver di samping saya pak orderan saya ga masuk Ga pak karena saya ladi di suspend 30 menit gara2 ngelewatin orderan soalnya kalo hujan orderan nya ngaco Jauh2 jemput nya,1,2024-01-19 06:46:57,4.81.1
charlottelinlin,Capek ama gocar  tiap butuh antar anak kesekolah pasti gak ada sama sekalinunggu lagi cati driver sampai 30 mnt dapat juga alasan belum siap jalan minta d batalin mentang2 hujan banyak orderan jadi milih2 ya percuma promo gak pernah kepakai akhirnya naik gobike anak saya sampai hujan2an  walau pakai jas hujan padahak harga ama gocar beda tipis benar2 bikin kecewa,1,2024-01-19 00:23:03,4.81.1
Hartanto Wibowo,Order gocar semakin susah padahal dimaps ada driver yg dekat udah nungguin lama ga ada yg nyangkut,1,2024-01-19 01:19:03,4.81.1
Pengguna Google,Cukup bagus sih lumayan ada peningkatan tp disayangkan beberapa driver mempermainkan cust dg alasan tarif terlalu murah halo kita gabisa ngatur ya itu udah dari aplikasi tarifnya kita hanya bisa memilih menggunakan argo apa ride car dll kalau dirasa tarif terlalu murah silahkan lapor ke kantorcs saja jk tdk sesuai keinginan kalian jgn cm nerima order tp ga jalan ujungujungnya dibatalkan sepihak,5,2024-01-19 01:56:30,4.81.1
Haqqul Adzan,semoga berkah,5,2024-01-19 01:30:11,4.81.1
Robert,Tambah lama tambah ngak berguna,1,2024-01-21 15:23:00,4.81.1
Raditya Wira Pratama,Semoga lebih baik lagi,5,2024-01-19 03:39:08,4.81.1
DANI KURNIAWAN,Kecewa berat sama gojek gopay saya ke blokir padahal saya tidak melakukan kesalahan apapun tolong pihak gojek,1,2024-01-21 10:16:39,4.81.1
Sa'adatul Hurriyah,Hp kereset instal ulang GoJek mapnya malah ngawur rutenya dijauhjauhin padahal rute jalan utama ada,1,2024-01-19 04:12:35,4.81.1
Putriii Wahyuningsih,Sering sering ada promo ya Jangn pelanggan yg baru aja d kasih promo banyak Pelanggan lama juga biar ga berpaling dari gofood mantap,5,2024-01-21 14:56:12,4.81.1
Anggie Rahmadian Zulkipli,Gopaylater saya kenapa diblokir sepihak transaksi lancar pembayaran lancar  emang bener2 dahh gojek udah ga seru lagi ,1,2024-01-19 01:30:18,4.81.1
Liyah Jajar,Cepet aja pokoknya,5,2024-01-19 00:20:29,4.81.1
Ahmad Jawahir,Sangat membantu,5,2024-01-19 06:29:30,4.81.1
larry setiawan,Jangan tunggu jatuh tempo baru bisa bayar klo orang mau bayar duluan kasih aja dari pada lupa jadi nya kan enak di kamu dapat fee denda dari Kami,2,2024-01-19 01:55:30,4.81.1
yoriwiedya,Selalu ada bug aplikasi Kali ini akun saya tidak ada promo sama sekali Padahal banyak tampilan promo tetapi tidak bisa dipakai Langganan juga tidak tersedia LOADING GO FOOD SANGAT LAMBAT padahal internet lancar Mohin diperbaiki,1,2024-01-21 15:18:11,4.81.1
Roy Liem,Banyak diskon supir gojek ramah terima kasih Tuhan memberkati,5,2024-01-19 01:16:58,4.81.1
Ramli Ramli,Gojek saya ga bisa dibuka semejak dipembaharui ke aplikasi gojek versi baru,1,2024-01-19 06:31:57,4.81.1
Angelia Pratama,apk gak jelas ngelag kocak,1,2024-01-21 23:39:36,4.81.1
Lionel Gandewa12,Aplikasi berguna,5,2024-01-21 10:17:19,4.81.1
Ade usman Usman,Aplikasi jadi ngaco stlah di Upgrade jadi susah top up sado saya jadi hilang,1,2024-01-21 15:13:25,4.81.1
Ariel Wagianto,Ok,5,2024-01-21 10:17:40,4.81.1
Rafif Althaf,Ok,5,2024-01-19 03:53:08,4.81.1
Ross Aat88,Selalu sat set drivernyamantap,5,2024-01-19 06:49:18,4.81.1
Ronny dan sandi Van Rodex dan sandi,Sangat membantu tapi sayangnya saat order sore malam AC mobil gocart sering di off kan oleh driver  sehingga kenyamanan customer berkurang,3,2024-01-21 23:40:09,4.81.1
taMey Setyowati,Sangat mengecewakan tidak membantu terhadap masalah yang terjadi pada transaksi gomart,5,2024-01-19 00:38:19,4.81.1
kinara Adiella,Bagys,5,2024-01-19 03:40:11,4.81.1
asri rusmala,Ok banget,5,2024-01-21 10:21:42,4.81.1
Adrian 1975,Gojek ok,5,2024-01-19 01:30:32,4.81.1
Evi Sisca,Masuk akun lama gak bisa2 ngebugg muluu  bkin akun baru pun gak bisaa  pdhl dlu gmpg bgt bkin akun di aplikasi gojek ini  skrg kog dipersulit ya,1,2024-01-21 10:25:08,4.81.1
Jose Galhos,Semenjak semenjak hadirnya goto limit paylater tidak bisa di gunakan sy sangat kecewa tidak perna bayar telat di cicilan tapi limit bertamba mau pake transaksi gak bisa di gunain malah di GoJek limit paylater di blokir tolong beri solusi semulanya nya berjalan lancar baik belanja gofood maupun yg lain nya sekarang limit bertambah malah sia sia malah di alihkan gopay apa limit pay later masih di gunain apa UD gak bisa lagi tolong solusinya terima kasih,5,2024-01-19 04:33:25,4.81.1
